t,GDP,CONS,INV,INFL,UNEMP,PROD_C
84,0.04939098691305113,0.04939098691305113,0.0,0.0,0.5,1.0186656903463358
85,0.04534882854408703,0.04534882854408703,0.0,0.0,0.5,1.0186656903463358
86,0.041637480416038944,0.041637480416038944,0.0,0.0,0.5,1.0186656903463358
87,0.038229869018790316,0.038229869018790316,0.0,0.0,0.5,1.0186656903463358
88,0.03510113653829251,0.03510113653829251,0.0,0.0,0.5,1.0186656903463358
89,0.03222845952399865,0.03222845952399865,0.0,0.0,0.5,1.0186656903463358
90,0.0295908823965546,0.0295908823965546,0.0,0.0,0.5,1.0186656903463358
91,0.02716916458122057,0.02716916458122057,0.0,0.0,0.5,1.0186656903463358
92,0.024945640151893482,0.024945640151893482,0.0,0.0,0.5,1.0186656903463358
93,0.022904088961862513,0.022904088961862513,0.0,0.0,0.5,1.0186656903463358
94,0.021029618321223686,0.021029618321223686,0.0,0.0,0.5,1.0186656903463358
95,0.01930855435781474,0.01930855435781474,0.0,0.0,0.5,1.0186656903463358
96,0.017728342269171183,0.017728342269171183,0.0,0.0,0.5,1.0186656903463358
97,0.01627745473786221,0.01627745473786221,0.0,0.0,0.5,1.0186656903463358
98,0.014945307842115568,0.014945307842115568,0.0,0.0,0.5,1.0186656903463358
99,0.01372218384831683,0.01372218384831683,0.0,0.0,0.5,1.0186656903463358
100,0.01259916032217058,0.01259916032217058,0.0,0.0,0.5,1.0186656903463358
101,0.01156804504140414,0.01156804504140414,0.0,0.0,0.5,1.0186656903463358
102,0.010621316235215625,0.010621316235215625,0.0,0.0,0.5,1.0186656903463358
103,0.009752067714525579,0.009752067714525579,0.0,0.0,0.5,1.0186656903463358
104,0.008953958492768806,0.008953958492768806,0.0,0.0,0.5,1.0186656903463358
105,0.008221166529720606,0.008221166529720606,0.0,0.0,0.5,1.0186656903463358
106,0.007548346260928271,0.007548346260928271,0.0,0.0,0.5,1.0186656903463358
107,0.006930589602933901,0.006930589602933901,0.0,0.0,0.5,1.0186656903463358
108,0.00636339014982979,0.00636339014982979,0.0,0.0,0.5,1.0186656903463358
109,0.00584261029996772,0.00584261029996772,0.0,0.0,0.5,1.0186656903463358
110,0.005364451073018362,0.005364451073018362,0.0,0.0,0.5,1.0186656903463358
111,0.0049254243972025385,0.0049254243972025385,0.0,0.0,0.5,1.0186656903463358
112,0.004522327664535483,0.004522327664535483,0.0,0.0,0.5,1.0186656903463358
113,0.0041522203684698986,0.0041522203684698986,0.0,0.0,0.5,1.0186656903463358
114,0.0038124026535143224,0.0038124026535143224,0.0,0.0,0.5,1.0186656903463358
115,0.0035003956203507095,0.0035003956203507095,0.0,0.0,0.5,1.0186656903463358
116,0.003213923242781208,0.003213923242781208,0.0,0.0,0.5,1.0186656903463358
117,0.0029508957645919937,0.0029508957645919937,0.0,0.0,0.5,1.0186656903463358
118,0.0027093944552177853,0.0027093944552177853,0.0,0.0,0.5,1.0186656903463358
119,0.0024876576130027613,0.0024876576130027613,0.0,0.0,0.5,1.0186656903463358
120,0.0022840677139546158,0.0022840677139546158,0.0,0.0,0.5,1.0186656903463358
121,0.0020971396122445693,0.0020971396122445693,0.0,0.0,0.5,1.0186656903463358
122,0.001925509706378474,0.001925509706378474,0.0,0.0,0.5,1.0186656903463358
123,0.0017679259920084596,0.0017679259920084596,0.0,0.0,0.5,1.0186656903463358
124,0.0016232389288224872,0.0016232389288224872,0.0,0.0,0.5,1.0186656903463358
125,0.001490393054887655,0.001490393054887655,0.0,0.0,0.5,1.0186656903463358
126,0.001368419287275649,0.001368419287275649,0.0,0.0,0.5,1.0186656903463358
127,0.00125642785280501,0.00125642785280501,0.0,0.0,0.5,1.0186656903463358
128,0.001153601797331448,0.001153601797331448,0.0,0.0,0.5,1.0186656903463358
129,0.0010591910262378425,0.0010591910262378425,0.0,0.0,0.5,1.0186656903463358
130,0.0009725068326505374,0.0009725068326505374,0.0,0.0,0.5,1.0186656903463358
131,0.0008929168734664174,0.0008929168734664174,0.0,0.0,0.5,1.0186656903463358
132,0.0008198405565419258,0.0008198405565419258,0.0,0.0,0.5,1.0186656903463358
133,0.0007527448053945344,0.0007527448053945344,0.0,0.0,0.5,1.0186656903463358
134,0.0006911401705210458,0.0006911401705210458,0.0,0.0,0.5,1.0186656903463358
135,0.0006345772589656035,0.0006345772589656035,0.0,0.0,0.5,1.0186656903463358
136,0.0005826434560918584,0.0005826434560918584,0.0,0.0,0.5,1.0194178681825699
137,0.0005345651952814726,0.0005345651952814726,0.0,0.0,0.5,1.0194178681825699
138,0.0004908163796996369,0.0004908163796996369,0.0,0.0,0.5,1.0194178681825699
139,0.0004506479671850186,0.0004506479671850186,0.0,0.0,0.5,1.0194178681825699
140,0.00041376693755059666,0.00041376693755059666,0.0,0.0,0.5,1.0194178681825699
141,0.0003799042513814558,0.0003799042513814558,0.0,0.0,0.5,1.0194178681825699
142,0.0003488128874483975,0.0003488128874483975,0.0,0.0,0.5,1.0194178681825699
143,0.00032026604073962065,0.00032026604073962065,0.0,0.0,0.5,1.0194178681825699
144,0.0002940554679654901,0.0002940554679654901,0.0,0.0,0.5,1.0194178681825699
145,0.00026998996846719435,0.00026998996846719435,0.0,0.0,0.5,1.0194178681825699
146,0.0002478939894478392,0.0002478939894478392,0.0,0.0,0.5,1.0194178681825699
147,0.00022760634535142803,0.00022760634535142803,0.0,0.0,0.5,1.0194178681825699
148,0.00020897904204786715,0.00020897904204786715,0.0,0.0,0.5,1.0194178681825699
149,0.0001918761972466697,0.0001918761972466697,0.0,0.0,0.5,1.0194178681825699
150,0.00017617304926400226,0.00017617304926400226,0.0,0.0,0.5,1.0194178681825699
151,0.00016175504691223633,0.00016175504691223633,0.0,0.0,0.5,1.0194178681825699
152,0.0001485170138729389,0.0001485170138729389,0.0,0.0,0.5,1.0194178681825699
153,0.0001363623814575776,0.0001363623814575776,0.0,0.0,0.5,1.0194178681825699
154,0.00012520248415908943,0.00012520248415908943,0.0,0.0,0.5,1.0194178681825699
155,0.00011495591285550954,0.00011495591285550954,0.0,0.0,0.5,1.0194178681825699
156,0.00010554792094741464,0.00010554792094741464,0.0,0.0,0.5,1.0194178681825699
157,9.690987909707822e-05,9.690987909707822e-05,0.0,0.0,0.5,1.0194178681825699
158,8.897877459177335e-05,8.897877459177335e-05,0.0,0.0,0.5,1.0194178681825699
159,8.169675167918261e-05,8.169675167918261e-05,0.0,0.0,0.5,1.0194178681825699
160,7.501068952175831e-05,7.501068952175831e-05,0.0,0.0,0.5,1.0194178681825699
161,6.887181469129762e-05,6.887181469129762e-05,0.0,0.0,0.5,1.0194178681825699
162,6.323534537696181e-05,6.323534537696181e-05,0.0,0.0,0.5,1.0194178681825699
163,5.8060164711311264e-05,5.8060164711311264e-05,0.0,0.0,0.5,1.0194178681825699
164,5.330852083133755e-05,5.330852083133755e-05,0.0,0.0,0.5,1.0194178681825699
165,4.8945751486500896e-05,4.8945751486500896e-05,0.0,0.0,0.5,1.0194178681825699
166,4.4940031184845654e-05,4.4940031184845654e-05,0.0,0.0,0.5,1.0194178681825699
167,4.126213903267788e-05,4.126213903267788e-05,0.0,0.0,0.5,1.0194178681825699
168,3.7885245574243524e-05,3.7885245574243524e-05,0.0,0.0,0.5,1.0194178681825699
169,3.478471707644743e-05,3.478471707644743e-05,0.0,0.0,0.5,1.0194178681825699
170,3.193793583091097e-05,3.193793583091097e-05,0.0,0.0,0.5,1.0194178681825699
171,2.9324135162509222e-05,2.9324135162509222e-05,0.0,0.0,0.5,1.0194178681825699
172,2.6924247940809463e-05,2.6924247940809463e-05,0.0,0.0,0.5,1.0194178681825699
173,2.4720767489333616e-05,2.4720767489333616e-05,0.0,0.0,0.5,1.0194178681825699
174,2.2697619878006553e-05,2.2697619878006553e-05,0.0,0.0,0.5,1.0194178681825699
175,2.0840046667190498e-05,2.0840046667190498e-05,0.0,0.0,0.5,1.0194178681825699
176,1.9134497247947628e-05,1.9134497247947628e-05,0.0,0.0,0.5,1.0194178681825699
177,1.7568529993175593e-05,1.7568529993175593e-05,0.0,0.0,0.5,1.0194178681825699
178,1.6130721498534105e-05,1.6130721498534105e-05,0.0,0.0,0.5,1.0194178681825699
179,1.4810583251094071e-05,1.4810583251094071e-05,0.0,0.0,0.5,1.0194178681825699
180,1.3598485117824532e-05,1.3598485117824532e-05,0.0,0.0,0.5,1.0194178681825699
181,1.2485585095781774e-05,1.2485585095781774e-05,0.0,0.0,0.5,1.0194178681825699
182,1.146376481154299e-05,1.146376481154299e-05,0.0,0.0,0.5,1.0194178681825699
183,1.0525570299366315e-05,1.0525570299366315e-05,0.0,0.0,0.5,1.0194178681825699
184,9.664157626066174e-06,9.664157626066174e-06,0.0,0.0,0.5,1.0194178681825699
185,8.873242965948919e-06,8.873242965948919e-06,0.0,0.0,0.5,1.0194178681825699
186,8.14705676161566e-06,8.14705676161566e-06,0.0,0.0,0.5,1.0194178681825699
187,7.480301636245034e-06,7.480301636245034e-06,0.0,0.0,0.5,1.0194178681825699
188,6.8681137503347394e-06,6.8681137503347394e-06,0.0,0.0,0.5,1.0194178681825699
189,6.306027321007345e-06,6.306027321007345e-06,0.0,0.0,0.5,1.0194178681825699
190,5.789942045056103e-06,5.789942045056103e-06,0.0,0.0,0.5,1.0194178681825699
191,5.316093188088711e-06,5.316093188088711e-06,0.0,0.0,0.5,1.0194178681825699
192,4.881024121575531e-06,4.881024121575531e-06,0.0,0.0,0.5,1.0194178681825699
193,4.48156110746579e-06,4.48156110746579e-06,0.0,0.0,0.5,1.0194178681825699
194,4.1147901464307895e-06,4.1147901464307895e-06,0.0,0.0,0.5,1.0194178681825699
195,3.778035720846894e-06,3.778035720846894e-06,0.0,0.0,0.5,1.0194178681825699
196,3.468841277452784e-06,3.468841277452784e-06,0.0,0.0,0.5,1.0194178681825699
197,3.1849513073060483e-06,3.1849513073060483e-06,0.0,0.0,0.5,1.0194178681825699
198,2.9242948923161214e-06,2.9242948923161214e-06,0.0,0.0,0.5,1.0194178681825699
199,2.6849705983289702e-06,2.6849705983289702e-06,0.0,0.0,0.5,1.0194178681825699
200,2.465232604561727e-06,2.465232604561727e-06,0.0,0.0,0.5,1.0194178681825699
201,2.263477968204395e-06,2.263477968204395e-06,0.0,0.0,0.5,1.0194178681825699
202,2.0782349312865475e-06,2.0782349312865475e-06,0.0,0.0,0.5,1.0194178681825699
203,1.9081521845100565e-06,1.9081521845100565e-06,0.0,0.0,0.5,1.0194178681825699
204,1.7519890097297538e-06,1.7519890097297538e-06,0.0,0.0,0.5,1.0194178681825699
205,1.6086062291734704e-06,1.6086062291734704e-06,0.0,0.0,0.5,1.0194178681825699
206,1.4769578953779138e-06,1.4769578953779138e-06,0.0,0.0,0.5,1.0194178681825699
207,1.356083661220185e-06,1.356083661220185e-06,0.0,0.0,0.5,1.0194178681825699
208,1.2451017743859252e-06,1.2451017743859252e-06,0.0,0.0,0.5,1.0194178681825699
209,1.143202645170181e-06,1.143202645170181e-06,0.0,0.0,0.5,1.0194178681825699
210,1.0496429406894537e-06,1.0496429406894537e-06,0.0,0.0,0.5,1.0194178681825699
211,9.637401624234288e-07,9.637401624234288e-07,0.0,0.0,0.5,1.0194178681825699
212,8.848676675306955e-07,8.848676675306955e-07,0.0,0.0,0.5,1.0194178681825699
213,8.124500976199834e-07,8.124500976199834e-07,0.0,0.0,0.5,1.0194178681825699
214,7.459591816307638e-07,7.459591816307638e-07,0.0,0.0,0.5,1.0194178681825699
215,6.849098822061021e-07,6.849098822061021e-07,0.0,0.0,0.5,1.0194178681825699
216,6.288568574463547e-07,6.288568574463547e-07,0.0,0.0,0.5,1.0194178681825699
217,5.773912122329451e-07,5.773912122329451e-07,0.0,0.0,0.5,1.0194178681825699
218,5.301375154238009e-07,5.301375154238009e-07,0.0,0.0,0.5,1.0194178681825699
219,4.867510611615171e-07,4.867510611615171e-07,0.0,0.0,0.5,1.0194178681825699
220,4.469153543160585e-07,4.469153543160585e-07,0.0,0.0,0.5,1.0194178681825699
221,4.103398017188322e-07,4.103398017188322e-07,0.0,0.0,0.5,1.0194178681825699
222,3.76757592346163e-07,3.76757592346163e-07,0.0,0.0,0.5,1.0194178681825699
223,3.4592375098855295e-07,3.4592375098855295e-07,0.0,0.0,0.5,1.0194178681825699
224,3.176133512076498e-07,3.176133512076498e-07,0.0,0.0,0.5,1.0194178681825699
225,2.916198745448157e-07,2.916198745448157e-07,0.0,0.0,0.5,1.0194178681825699
226,2.67753704012068e-07,2.67753704012068e-07,0.0,0.0,0.5,1.0194178681825699
227,2.4584074087572033e-07,2.4584074087572033e-07,0.0,0.0,0.5,1.0194178681825699
228,2.2572113464245138e-07,2.2572113464245138e-07,0.0,0.0,0.5,1.0194178681825699
229,2.072481169833131e-07,2.072481169833131e-07,0.0,0.0,0.5,1.0194178681825699
230,1.9028693108939877e-07,1.9028693108939877e-07,0.0,0.0,0.5,1.0194178681825699
231,1.7471384864904237e-07,1.7471384864904237e-07,0.0,0.0,0.5,1.0194178681825699
232,1.604152672756048e-07,1.604152672756048e-07,0.0,0.0,0.5,1.0194178681825699
233,1.4728688180176926e-07,1.4728688180176926e-07,0.0,0.0,0.5,1.0194178681825699
234,1.3523292339511246e-07,1.3523292339511246e-07,0.0,0.0,0.5,1.0194178681825699
235,1.2416546094445648e-07,1.2416546094445648e-07,0.0,0.0,0.5,1.0194178681825699
236,1.1400375962076216e-07,1.1400375962076216e-07,0.0,0.0,0.5,1.0194178681825699
237,1.0467369193339897e-07,1.0467369193339897e-07,0.0,0.0,0.5,1.0194178681825699
238,9.610719698556958e-08,9.610719698556958e-08,0.0,0.0,0.5,1.0194178681825699
239,8.824178398427056e-08,8.824178398427056e-08,0.0,0.0,0.5,1.0194178681825699
240,8.102007638299786e-08,8.102007638299786e-08,0.0,0.0,0.5,1.0194178681825699
241,7.438939333181333e-08,7.438939333181333e-08,0.0,0.0,0.5,1.0194178681825699
242,6.830136538153772e-08,6.830136538153772e-08,0.0,0.0,0.5,1.0194178681825699
243,6.271158163871267e-08,6.271158163871267e-08,0.0,0.0,0.5,1.0194178681825699
244,5.757926579740042e-08,5.757926579740042e-08,0.0,0.0,0.5,1.0194178681825699
245,5.286697868454117e-08,5.286697868454117e-08,0.0,0.0,0.5,1.0194178681825699
246,4.854034514899831e-08,4.854034514899831e-08,0.0,0.0,0.5,1.0194178681825699
247,4.456780330200429e-08,4.456780330200429e-08,0.0,0.0,0.5,1.0194178681825699
248,4.092037427976825e-08,4.092037427976825e-08,0.0,0.0,0.5,1.0194178681825699
249,3.757145084871203e-08,3.757145084871203e-08,0.0,0.0,0.5,1.0194178681825699
250,3.4496603311253424e-08,3.4496603311253424e-08,0.0,0.0,0.5,1.0194178681825699
251,3.167340129626045e-08,3.167340129626045e-08,0.0,0.0,0.5,1.0194178681825699
252,2.9081250134174493e-08,2.9081250134174493e-08,0.0,0.0,0.5,1.0194178681825699
253,2.6701240623193657e-08,2.6701240623193657e-08,0.0,0.0,0.5,1.0194178681825699
254,2.4516011090591487e-08,2.4516011090591487e-08,0.0,0.0,0.5,1.0194178681825699
255,2.250962074293748e-08,2.250962074293748e-08,0.0,0.0,0.5,1.0194178681825699
256,2.066743338133548e-08,2.066743338133548e-08,0.0,0.0,0.5,1.0194178681825699
257,1.897601063340698e-08,1.897601063340698e-08,0.0,0.0,0.5,1.0194178681825699
258,1.7423013923168954e-08,1.7423013923168954e-08,0.0,0.0,0.5,1.0194178681825699
259,1.599711446369681e-08,1.599711446369681e-08,0.0,0.0,0.5,1.0194178681825699
260,1.468791061598786e-08,1.468791061598786e-08,0.0,0.0,0.5,1.0194178681825699
261,1.3485852011175412e-08,1.3485852011175412e-08,0.0,0.0,0.5,1.0194178681825699
262,1.2382169882580818e-08,1.2382169882580818e-08,0.0,0.0,0.5,1.0194178681825699
263,1.1368813099390402e-08,1.1368813099390402e-08,0.0,0.0,0.5,1.0194178681825699
264,1.0438389435336291e-08,1.0438389435336291e-08,0.0,0.0,0.5,1.0194178681825699
265,9.58411164394837e-09,9.58411164394837e-09,0.0,0.0,0.5,1.0194178681825699
266,8.799747947007634e-09,8.799747947007634e-09,0.0,0.0,0.5,1.0194178681825699
267,8.07957657502453e-09,8.07957657502453e-09,0.0,0.0,0.5,1.0194178681825699
268,7.418344028124524e-09,7.418344028124524e-09,0.0,0.0,0.5,1.0194178681825699
269,6.81122675286281e-09,6.81122675286281e-09,0.0,0.0,0.5,1.0194178681825699
270,6.253795955408519e-09,6.253795955408519e-09,0.0,0.0,0.5,1.0194178681825699
271,5.7419852944178855e-09,5.7419852944178855e-09,0.0,0.0,0.5,1.0194178681825699
272,5.272061217922726e-09,5.272061217922726e-09,0.0,0.0,0.5,1.0194178681825699
273,4.840595727847931e-09,4.840595727847931e-09,0.0,0.0,0.5,1.0194178681825699
274,4.444441373480855e-09,4.444441373480855e-09,0.0,0.0,0.5,1.0194178681825699
275,4.0807082914751824e-09,4.0807082914751824e-09,0.0,0.0,0.5,1.0194178681825699
276,3.746743124900854e-09,3.746743124900854e-09,0.0,0.0,0.5,1.0194178681825699
277,3.440109667558968e-09,3.440109667558968e-09,0.0,0.0,0.5,1.0194178681825699
278,3.158571092365942e-09,3.158571092365942e-09,0.0,0.0,0.5,1.0194178681825699
279,2.9000736341667128e-09,2.9000736341667128e-09,0.0,0.0,0.5,1.0241132776357786
280,2.6505233733338567e-09,2.6505233733338567e-09,0.0,0.0,0.5,1.0241132776357786
281,2.433604540460214e-09,2.433604540460214e-09,0.0,0.0,0.5,1.0241132776357786
282,2.2344383448689497e-09,2.2344383448689497e-09,0.0,0.0,0.5,1.0241132776357786
283,2.0515719107248747e-09,2.0515719107248747e-09,0.0,0.0,0.5,1.0241132776357786
284,1.883671265551151e-09,1.883671265551151e-09,0.0,0.0,0.5,1.0241132776357786
285,1.729511609178445e-09,1.729511609178445e-09,0.0,0.0,0.5,1.0241132776357786
286,1.5879683790832813e-09,1.5879683790832813e-09,0.0,0.0,0.5,1.0241132776357786
287,1.4580090469391053e-09,1.4580090469391053e-09,0.0,0.0,0.5,1.0241132776357786
288,1.338685586537609e-09,1.338685586537609e-09,0.0,0.0,0.5,1.0241132776357786
289,1.229127558135371e-09,1.229127558135371e-09,0.0,0.0,0.5,1.0241132776357786
290,1.128535758777572e-09,1.128535758777572e-09,0.0,0.0,0.5,1.0241132776357786
291,1.0361763922792156e-09,1.0361763922792156e-09,0.0,0.0,0.5,1.0241132776357786
292,9.513757163350847e-10,9.513757163350847e-10,0.0,0.0,0.5,1.0241132776357786
293,8.735151277102215e-10,8.735151277102215e-10,0.0,0.0,0.5,1.0241132776357786
294,8.020266496584169e-10,8.020266496584169e-10,0.0,0.0,0.5,1.0241132776357786
295,7.363887886503721e-10,7.363887886503721e-10,0.0,0.0,0.5,1.0241132776357786
296,6.761227301872255e-10,6.761227301872255e-10,0.0,0.0,0.5,1.0241132776357786
297,6.20788845948703e-10,6.20788845948703e-10,0.0,0.0,0.5,1.0241132776357786
298,5.69983486796261e-10,5.69983486796261e-10,0.0,0.0,0.5,1.0241132776357786
299,5.23336038236855e-10,5.23336038236855e-10,0.0,0.0,0.5,1.0241132776357786
300,4.805062168675508e-10,4.805062168675508e-10,0.0,0.0,0.5,1.0241132776357786
